dateIDh,Weekday,Holiday,Duration,Volume
2018092915,0,0,824.2702331961591,1458
2018092916,0,0,790.6679104477612,1608
2018092917,0,0,807.1821808510638,1504
2018092918,0,0,741.2445820433436,1292
2018092919,0,0,713.4113924050633,1106
2018092920,0,0,678.8324468085107,752
2018092921,0,0,667.9098639455782,588
2018092922,0,0,685.6060070671379,566
2018092923,0,0,737.5595432300163,613
2018093000,0,0,666.2809430255403,509
2018093001,0,0,769.2851711026616,526
2018093002,0,0,806.0025062656641,399
2018093003,0,0,893.2834890965732,321
2018093004,0,0,783.2148760330579,121
2018093005,0,0,824.6086956521739,92
2018093006,0,0,701.7738095238095,84
2018093007,0,0,735.2311827956989,186
2018093008,0,0,661.2670157068063,382
2018093009,0,0,751.8564593301436,627
2018093010,0,0,727.8807733619764,931
2018093011,0,0,815.5421393841167,1234
2018093012,0,0,821.7494505494506,1365
2018093013,0,0,844.9132481506389,1487
2018093014,0,0,806.6942257217847,1524
2018093015,0,0,864.1512868801004,1593
2018093016,0,0,835.1024713682941,1659
2018093017,0,0,788.0333796940195,1438
2018093018,0,0,732.4930612244898,1225
2018093019,0,0,694.62351543943,842
2018093020,0,0,680.8145285935085,647
2018093021,0,0,669.6094069529653,489
2018093022,0,0,624.6480446927375,358
2018093023,0,0,671.056179775281,267
2018100100,1,0,535.8201438848921,139
2018100101,1,0,710.0746268656717,67
2018100102,1,0,676.223880597015,67
2018100103,1,0,718.016129032258,62
2018100104,1,0,726.8181818181819,22
2018100105,1,0,704.0689655172414,87
2018100106,1,0,682.4281045751634,306
2018100107,1,0,764.8199134199134,1155
2018100108,1,0,744.1801919720768,2292
2018100109,1,0,677.6740576496674,1353
2018100110,1,0,681.9887780548628,802
2018100111,1,0,720.8282608695653,920
2018100112,1,0,686.4354275741711,1146
2018100113,1,0,683.7877729257642,1145
2018100114,1,0,780.8193668528864,1074
2018100115,1,0,755.1918194640339,1418
2018100116,1,0,797.649852724595,2716
2018100117,1,0,732.9880866425992,2770
2018100118,1,0,659.0555555555555,1998
2018100119,1,0,599.2901385493072,1227
2018100120,1,0,615.837927232635,907
2018100121,1,0,582.2198142414861,646
2018100122,1,0,628.0587002096436,477
2018100123,1,0,629.6065573770492,427
2018100200,1,0,644.3333333333334,195
2018100201,1,0,554.7446808510638,94
2018100202,1,0,674.78125,32
2018100203,1,0,579.9565217391304,23
2018100204,1,0,406.2,15
2018100205,1,0,526.5365853658536,41
2018100206,1,0,609.7686567164179,134
2018100207,1,0,638.8567164179104,335
2018100208,1,0,644.0917030567686,687
2018100209,1,0,526.6992287917737,389
2018100210,1,0,589.0132978723404,376
2018100211,1,0,589.0322580645161,496
2018100212,1,0,570.8386411889596,471
2018100213,1,0,559.1834625322997,387
2018100214,1,0,602.5089285714286,448
2018100215,1,0,616.2821782178218,606
2018100216,1,0,668.0128755364807,932
2018100217,1,0,617.5662042875158,1586
2018100218,1,0,616.7134646962234,1218
2018100219,1,0,618.3104575163399,918
2018100220,1,0,621.4011887072809,673
2018100221,1,0,605.985049833887,602
2018100222,1,0,611.8649885583524,437
2018100223,1,0,588.9496644295302,298
2018100300,1,0,649.7514124293785,177
